id,yield
15740,7243.22611
15741,5722.57676
15742,6079.08526
15743,4357.82292
15744,6528.79888
15745,7715.81088
15746,6374.4443
15747,5381.27266
15748,7234.25525
15749,5645.14663
15750,6244.19576
15751,5504.75083
15752,6135.69998
15753,6482.70572
15754,5876.96001
15755,5794.89185
15756,6746.4546
15757,5501.87808
15758,5601.20531
15759,5556.37228
15760,5429.68161
15761,5178.27031
15762,3396.72989
15763,5722.57676
15764,8134.72655
15765,7117.95038
15766,8157.23694
15767,5852.8742
15768,5492.81699
15769,4590.82334
15770,4320.87416
15771,5393.56434
15772,5837.21503
15773,6589.27898
15774,3708.20502
15775,6465.37205
15776,5777.3754
15777,8212.79289
15778,6132.99793
15779,7765.25632
15780,6180.95142
15781,6451.10052
15782,6628.76363
15783,8157.23694
15784,7560.20565
15785,7998.35059
15786,6475.89456
15787,6717.44627
15788,4387.74185
15789,4768.59437
15790,5552.72387
15791,6409.14001
15792,6779.98166
15793,6422.92209
15794,6691.04322
15795,6182.75087
15796,7714.3231
15797,6480.80815
15798,4546.78674
15799,7101.75783
15800,6645.56998
15801,5711.85174
15802,4930.61903
15803,5898.01573
15804,7150.9817
15805,6422.92209
15806,7455.41638
15807,4769.31827
15808,4694.60819
15809,7675.96352
15810,5865.38472
15811,7667.83619
15812,5934.01088
15813,5291.89688
15814,5996.07855
15815,7340.46077
15816,6520.8976
15817,3748.46547
15818,7219.76039
15819,7219.76039
15820,4813.45285
15821,7215.40971
15822,6146.83152
15823,6260.47363
15824,5755.70016
15825,7236.09025
15826,6058.64876
15827,5919.43076
15828,4590.82334
15829,4503.16186
15830,3626.36653
15831,7548.34706
15832,4178.77206
15833,4393.52743
15834,6315.23321
15835,7399.87589
15836,7163.9441
15837,3471.19214
15838,7660.88604
15839,4493.64409
15840,8157.23694
15841,3662.18313
15842,6717.44627
15843,5892.161
15844,5970.68186
15845,5388.50369
15846,6948.2288
15847,7588.36096
15848,5597.02216
15849,5569.13925
15850,7007.66825
15851,7152.13259
15852,8247.52116
15853,7317.95104
15854,5333.97357
15855,3723.52338
15856,4167.45124
15857,5867.99722
15858,5645.14663
15859,4888.50303
15860,8284.85461
15861,5892.161
15862,6327.00807
15863,7732.22522
15864,5403.69852
15865,7738.88171
15866,6564.9583
15867,5496.08506
15868,7669.81182
15869,5086.60991
15870,7441.50942
15871,5632.45917
15872,7510.79057
15873,8263.28974
15874,8212.79289
15875,7555.17159
15876,6249.47082
15877,6249.47082
15878,8064.73881
15879,7357.3589
15880,8086.38881
15881,4641.00151
15882,7483.73632
15883,6526.98819
15884,6482.70572
15885,5313.37828
15886,4898.83586
15887,6860.39643
15888,4418.44126
15889,6887.46649
15890,6135.69998
15891,6146.83152
15892,4480.07
15893,5945.89951
15894,5178.27031
15895,5817.18527
15896,6461.67087
15897,6449.04157
15898,5291.89688
15899,7369.68559
15900,5755.70016
15901,6795.88187
15902,5424.12351
15903,6226.28514
15904,5566.52275
15905,8064.73881
15906,6595.90158
15907,7270.31832
15908,5628.71053
15909,5556.3746
15910,5892.161
15911,6409.14001
15912,6717.44627
15913,6986.80996
15914,5514.66748
15915,6564.9583
15916,5124.8549
15917,5462.13394
15918,4340.82151
15919,7175.06898
15920,5665.2196
15921,5663.06579
15922,7381.97333
15923,4802.6043
15924,5246.52146
15925,7243.22611
15926,6645.56998
15927,3626.36653
15928,5534.80494
15929,6325.26613
15930,6901.65894
15931,6754.44894
15932,3662.18313
15933,4768.59437
15934,6274.93484
15935,6013.40759
15936,3804.61017
15937,6795.88187
15938,6575.59267
15939,6941.82413
15940,5601.20531
15941,6554.97686
15942,7861.46538
15943,7969.02575
15944,4920.13663
15945,5429.68161
15946,6187.95188
15947,4248.35505
15948,4460.91457
15949,2688.02883
15950,8284.85461
15951,5695.56442
15952,6010.76008
15953,5462.13394
15954,7150.9817
15955,6226.28514
15956,6117.4759
15957,6461.67087
15958,6806.49269
15959,6347.56076
15960,6707.59259
15961,5377.27086
15962,4930.61903
15963,7357.3589
15964,5898.01573
15965,6422.92209
15966,3049.39771
15967,6079.08526
15968,6097.44285
15969,4203.02762
15970,6554.97686
15971,5767.17836
15972,6276.41054
15973,6281.91711
15974,6543.97182
15975,8212.79289
15976,6526.98819
15977,7878.81768
15978,7858.68558
15979,7380.6338
15980,6929.5548
15981,5154.97591
15982,6735.24371
15983,7243.22611
15984,7222.00462
15985,4387.74185
15986,6299.22636
15987,3680.56025
15988,5931.7528
15989,6614.21931
15990,5535.05665
15991,7041.38018
15992,4200.97375
15993,5063.85109
15994,5767.17836
15995,5504.75083
15996,7317.95104
15997,5330.63134
15998,6671.07264
15999,6465.37205
16000,8173.5891
16001,6702.78038
16002,3911.42225
16003,6281.91711
16004,5811.21147
16005,7152.13259
16006,7322.60914
16007,3923.90628
16008,5377.27086
16009,3662.18313
16010,3238.02815
16011,6376.66256
16012,7284.81478
16013,7570.60862
16014,5807.00693
16015,6422.92209
16016,5192.88315
16017,5971.39402
16018,6795.88187
16019,7369.68559
16020,5777.3754
16021,7588.36096
16022,6368.84982
16023,5299.66133
16024,6731.61844
16025,4177.0152
16026,6327.47736
16027,5482.0813
16028,7369.68559
16029,6281.91711
16030,3182.69865
16031,5711.85174
16032,6226.28514
16033,6475.89456
16034,4945.79443
16035,7322.60914
16036,6860.39643
16037,4387.74185
16038,5462.13394
16039,2625.26916
16040,5178.27031
16041,6735.24371
16042,6482.70572
16043,6901.65894
16044,4584.45355
16045,4281.52619
16046,6279.3385
16047,3680.56025
16048,3826.17226
16049,8090.41713
16050,5781.85965
16051,7007.66825
16052,5834.98164
16053,3837.51296
16054,5305.74363
16055,7198.42285
16056,8247.52116
16057,2946.92602
16058,6361.48951
16059,5535.05665
16060,7080.04004
16061,4177.0152
16062,7230.1325
16063,6037.68613
16064,6397.35569
16065,6182.75087
16066,6626.50685
16067,6880.7759
16068,5663.06579
16069,4125.75712
16070,5781.85965
16071,4936.36477
16072,6564.9583
16073,4968.60117
16074,5424.12351
16075,6677.62443
16076,7825.87492
16077,7406.90248
16078,6663.00068
16079,6852.97971
16080,6467.65476
16081,4493.64409
16082,6449.04157
16083,3447.0821
16084,6860.39643
16085,5381.27266
16086,7122.49056
16087,6677.62443
16088,7415.89441
16089,5876.96001
16090,6998.37875
16091,5529.06614
16092,6806.49269
16093,4460.91457
16094,6276.41054
16095,4737.63925
16096,4248.35505
16097,6503.27204
16098,7303.58812
16099,6226.28514
16100,6958.17479
16101,6643.9019
16102,7588.36096
16103,8134.72655
16104,4350.42467
16105,4641.00151
16106,6361.48951
16107,3998.05416
16108,7028.6735
16109,5931.7528
16110,3269.27176
16111,3626.36653
16112,4590.82334
16113,7041.38018
16114,5767.17836
16115,7761.15796
16116,6795.88187
16117,4966.77945
16118,6370.89887
16119,6749.51819
16120,4858.24073
16121,5424.12351
16122,5455.11891
16123,3948.98691
16124,5492.81699
16125,7369.68559
16126,6806.49269
16127,6862.90839
16128,6491.22353
16129,7207.4203
16130,7771.01027
16131,6663.00068
16132,6862.90839
16133,6301.03442
16134,3968.33018
16135,3680.56025
16136,4418.44126
16137,7628.6476
16138,2688.02883
16139,7369.68559
16140,8134.72655
16141,5085.84473
16142,4278.76321
16143,7303.58812
16144,7044.56761
16145,6589.27898
16146,3322.9462
16147,6190.66597
16148,6503.27204
16149,6299.22636
16150,5033.68556
16151,5628.71053
16152,7380.6338
16153,3662.18313
16154,4079.91244
16155,6157.05484
16156,4641.00151
16157,5728.74828
16158,6449.04157
16159,5246.52146
16160,5356.87186
16161,7198.42285
16162,7483.73632
16163,3708.20502
16164,4705.62653
16165,7219.76039
16166,7130.83001
16167,4644.60117
16168,3708.20502
16169,4057.55521
16170,6180.95142
16171,5996.07855
16172,8104.93497
16173,6598.85404
16174,8254.12654
16175,6146.83152
16176,6315.23321
16177,6880.7759
16178,4745.46028
16179,5544.62172
16180,6901.65894
16181,6461.67087
16182,5395.33158
16183,6013.40759
16184,5828.73212
16185,5504.75083
16186,4045.47966
16187,5828.73212
16188,7241.37053
16189,6226.28514
16190,7290.10652
16191,6515.30587
16192,5665.2196
16193,6135.69998
16194,8408.38341
16195,7369.68559
16196,7483.73632
16197,6836.39728
16198,5246.52146
16199,5446.69747
16200,5636.30874
16201,6887.46649
16202,6093.31527
16203,5817.18527
16204,4100.75917
16205,5649.03716
16206,5649.03716
16207,4999.15621
16208,5735.13303
16209,7878.81768
16210,7628.6476
16211,4850.03746
16212,4641.00151
16213,5046.45734
16214,3373.43684
16215,6540.10545
16216,6598.85404
16217,3948.98691
16218,7451.72563
16219,3748.46547
16220,6422.92209
16221,8538.462
16222,6202.32702
16223,6226.28514
16224,5200.57849
16225,5575.39447
16226,5807.00693
16227,7778.34916
16228,7483.73632
16229,7230.1325
16230,7340.46077
16231,5649.03716
16232,3139.43255
16233,4162.76156
16234,6696.23571
16235,6281.91711
16236,5807.00693
16237,7198.42285
16238,5811.21147
16239,5911.49359
16240,5767.17836
16241,3626.36653
16242,7241.37053
16243,3502.08292
16244,7127.16457
16245,7172.43501
16246,5695.56442
16247,7340.46077
16248,7521.71436
16249,7575.80124
16250,5684.14351
16251,5996.07855
16252,4042.84264
16253,8212.79289
16254,5388.50369
16255,6526.98819
16256,7639.54789
16257,7604.31584
16258,4924.35736
16259,6554.97686
16260,3923.90628
16261,3387.78516
16262,6852.97971
16263,6898.39095
16264,5948.11447
16265,8175.45619
16266,5831.7066
16267,5482.0813
16268,5439.4215
16269,6626.50685
16270,6235.45278
16271,6251.61184
16272,5154.97591
16273,6010.76008
16274,4503.16186
16275,6564.9583
16276,6663.00068
16277,7080.04004
16278,7380.6338
16279,6117.4759
16280,5711.85174
16281,4357.82292
16282,6370.89887
16283,7215.40971
16284,6503.27204
16285,5649.03716
16286,5124.8549
16287,5482.0813
16288,5449.4212
16289,6409.14001
16290,7829.514
16291,3866.79896
16292,4393.52743
16293,4357.82292
16294,8211.0795
16295,5755.70016
16296,3866.79896
16297,3748.46547
16298,7317.95104
16299,4558.98072
16300,6526.98819
16301,7399.87589
16302,3948.98691
16303,5299.66133
16304,4590.82334
16305,5628.71053
16306,6702.78038
16307,8175.45619
16308,4898.83586
16309,7483.73632
16310,3471.19214
16311,4112.89349
16312,6465.37205
16313,7163.9441
16314,7369.68559
16315,4278.76321
16316,3804.61017
16317,8465.88563
16318,5663.06579
16319,5830.89362
16320,4850.03746
16321,5395.33158
16322,5085.84473
16323,6799.72918
16324,7576.39253
16325,4057.55521
16326,8002.9971
16327,6037.68613
16328,6315.23321
16329,4290.96488
16330,4254.82514
16331,5755.70016
16332,7243.22611
16333,4587.38557
16334,6102.76282
16335,6109.85047
16336,6754.44894
16337,3943.13168
16338,6180.95142
16339,6299.22636
16340,5649.03716
16341,6529.98232
16342,7548.34706
16343,5575.39447
16344,7761.15796
16345,6325.26613
16346,4320.87416
16347,7322.60914
16348,5377.27086
16349,6189.7798
16350,6467.65476
16351,7284.81478
16352,4112.89349
16353,7322.60914
16354,5773.62581
16355,4644.60117
16356,6180.95142
16357,5575.39447
16358,5402.48408
16359,7425.75194
16360,6368.84982
16361,5781.85965
16362,6422.92209
16363,5305.74363
16364,7502.24389
16365,4590.82334
16366,6830.96605
16367,6347.56076
16368,5566.52275
16369,7732.22522
16370,7565.21124
16371,6595.90158
16372,5830.89362
16373,6903.87339
16374,6132.99793
16375,3387.78516
16376,3923.90628
16377,5556.3746
16378,7434.34904
16379,4460.91457
16380,3680.56025
16381,5649.03716
16382,7400.77538
16383,5345.99106
16384,4858.24073
16385,6663.00068
16386,8247.52116
16387,3436.49354
16388,6335.29639
16389,4945.79443
16390,5246.52146
16391,6306.55062
16392,4870.62537
16393,7778.34916
16394,5700.24324
16395,6717.44627
16396,6281.91711
16397,5217.13976
16398,4913.22292
16399,5246.52146
16400,5729.56964
16401,7317.95104
16402,3511.5379
16403,6263.80788
16404,6922.84679
16405,5225.16307
16406,5234.74696
16407,5781.85965
16408,6461.67087
16409,7136.98445
16410,4975.88538
16411,6202.32702
16412,3720.71159
16413,7556.10991
16414,4340.82151
16415,5837.21503
16416,6109.85047
16417,7570.60862
16418,6960.10751
16419,2688.02883
16420,6190.66597
16421,4710.85865
16422,4888.50303
16423,7443.62446
16424,3866.79896
16425,5700.24324
16426,4079.91244
16427,6948.2288
16428,7322.60914
16429,5942.42162
16430,5424.12351
16431,6443.2569
16432,6860.39643
16433,7206.90196
16434,5524.14541
16435,7085.06308
16436,4644.60117
16437,8013.62631
16438,7317.95104
16439,5637.9843
16440,7267.28344
16441,3519.43131
16442,3322.9462
16443,7565.10416
16444,3764.31973
16445,7502.24389
16446,6887.46649
16447,4503.16186
16448,6569.24967
16449,7241.37053
16450,6347.56076
16451,3712.99786
16452,5178.27031
16453,6107.38247
16454,4100.75917
16455,6131.30938
16456,3519.43131
16457,8298.20697
16458,6583.45789
16459,6948.2288
16460,4587.38557
16461,3911.42225
16462,4125.75712
16463,5199.53404
16464,6226.28514
16465,6770.23332
16466,7529.17505
16467,5746.77703
16468,6235.45278
16469,4248.35505
16470,4853.8076
16471,6922.84679
16472,3712.99786
16473,7455.41638
16474,8064.73881
16475,7706.88137
16476,4278.76321
16477,6677.62443
16478,6347.56076
16479,6263.80788
16480,3436.49354
16481,4016.3616
16482,6514.63899
16483,5700.24324
16484,7340.46077
16485,7322.60914
16486,5482.0813
16487,3822.98167
16488,7411.17457
16489,4254.82514
16490,7198.42285
16491,4641.00151
16492,6836.39728
16493,6180.95142
16494,5305.74363
16495,5439.4215
16496,6860.39643
16497,6409.14001
16498,4945.79443
16499,6335.29639
16500,6157.05484
16501,7415.89441
16502,5852.8742
16503,4162.76156
16504,5596.22636
16505,6986.80996
16506,7243.22611
16507,4546.78674
16508,6368.84982
16509,3519.43131
16510,3764.31973
16511,4433.53697
16512,6808.26361
16513,6328.89332
16514,5718.40817
16515,6146.83152
16516,7322.60914
16517,6202.32702
16518,6752.01695
16519,6412.47345
16520,7369.68559
16521,7428.83442
16522,5575.39447
16523,6543.97182
16524,6663.00068
16525,6299.22636
16526,5964.79111
16527,3712.99786
16528,5596.22636
16529,5817.18527
16530,8174.46338
16531,7675.96352
16532,2384.72892
16533,5718.40817
16534,7381.97333
16535,5971.39402
16536,5837.21503
16537,7457.50606
16538,6109.85047
16539,4769.31827
16540,2946.92602
16541,5388.50369
16542,3626.36653
16543,5916.86224
16544,5628.71053
16545,7303.58812
16546,7340.46077
16547,6071.2289
16548,5403.69852
16549,3631.90544
16550,6146.83152
16551,7340.46077
16552,4387.74185
16553,5462.13394
16554,6467.65476
16555,5360.87391
16556,5718.40817
16557,7235.77564
16558,6033.77856
16559,3385.148
16560,5449.4212
16561,8357.06722
16562,6037.68613
16563,5882.96562
16564,8211.0795
16565,4899.11899
16566,6347.56076
16567,6960.10751
16568,5150.94289
16569,6361.48951
16570,5674.02852
16571,7428.83442
16572,7588.36096
16573,4888.50303
16574,6202.32702
16575,5556.37228
16576,4350.42467
16577,6299.22636
16578,6093.31527
16579,6529.98232
16580,8254.12654
16581,5830.48855
16582,7267.28344
16583,4418.44126
16584,7369.68559
16585,6735.24371
16586,5504.75083
16587,5892.161
16588,7825.87492
16589,6187.95188
16590,6960.10751
16591,6503.27204
16592,6942.3963
16593,5246.52146
16594,4870.62537
16595,3712.99786
16596,6274.93484
16597,6475.89456
16598,6731.61844
16599,3748.46547
16600,6608.90751
16601,7576.39253
16602,5377.27086
16603,4418.44126
16604,5575.39447
16605,7267.28344
16606,6591.78118
16607,5033.68556
16608,7301.10622
16609,5807.00693
16610,7963.93931
16611,5852.8742
16612,7284.81478
16613,5867.99722
16614,3238.02815
16615,3680.56025
16616,6992.82314
16617,3662.18313
16618,4254.82514
16619,5531.35174
16620,7510.79057
16621,7969.02575
16622,6673.304
16623,7675.96352
16624,5388.50369
16625,6992.82314
16626,6292.42962
16627,8064.73881
16628,6274.93484
16629,7399.87589
16630,6671.07264
16631,5291.89688
16632,5544.62172
16633,6422.92209
16634,6182.75087
16635,5495.36535
16636,6226.28514
16637,6942.3963
16638,5377.27086
16639,7639.54789
16640,4641.00151
16641,6696.23571
16642,4254.82514
16643,6608.90751
16644,7381.97333
16645,5695.56442
16646,4068.35066
16647,6583.45789
16648,6929.5548
16649,6491.22353
16650,7502.24389
16651,5767.17836
16652,6608.04163
16653,5834.98164
16654,5360.87391
16655,4310.6254
16656,5575.39447
16657,6117.4759
16658,6515.30587
16659,5636.30874
16660,7107.60976
16661,7243.22611
16662,5305.74363
16663,3764.31973
16664,7234.25525
16665,5556.3746
16666,5322.84043
16667,5154.97591
16668,7861.46538
16669,7884.56772
16670,5569.13925
16671,6848.62622
16672,7706.88137
16673,5605.221
16674,5649.03716
16675,7715.81088
16676,6146.83152
16677,6731.61844
16678,2946.92602
16679,7064.16978
16680,5674.02852
16681,4162.76156
16682,5569.13925
16683,5429.68161
16684,4393.52743
16685,5663.06579
16686,6735.24371
16687,5377.27086
16688,7369.68559
16689,5446.69747
16690,5402.48408
16691,5462.13394
16692,6135.69998
16693,3436.49354
16694,5462.13394
16695,6922.84679
16696,4125.75712
16697,4248.35505
16698,4802.6043
16699,6135.69998
16700,7369.68559
16701,4705.62653
16702,5807.00693
16703,6327.47736
16704,4905.49871
16705,5898.01573
16706,6569.24967
16707,4310.6254
16708,6887.46649
16709,6274.93484
16710,8357.06722
16711,5728.74828
16712,5711.85174
16713,8166.59786
16714,5817.18527
16715,7317.95104
16716,7778.34916
16717,7479.93417
16718,4952.9856
16719,5628.71053
16720,5439.4215
16721,7924.51678
16722,4740.01505
16723,4673.38052
16724,2508.37567
16725,5852.8742
16726,7127.16457
16727,5367.61826
16728,6422.92209
16729,7041.38018
16730,6677.62443
16731,6226.28514
16732,3244.32926
16733,5455.11891
16734,3436.49354
16735,4769.31827
16736,6037.68613
16737,5323.30034
16738,5246.52146
16739,6202.32702
16740,4010.55215
16741,6986.80996
16742,5575.39447
16743,7510.79057
16744,6493.25828
16745,6301.03442
16746,5514.66748
16747,4200.97375
16748,5504.75083
16749,6554.97686
16750,7381.97333
16751,7660.88604
16752,7303.58812
16753,4966.77945
16754,6663.00068
16755,5728.74828
16756,5504.75083
16757,4125.75712
16758,4952.01304
16759,5862.80545
16760,7588.36096
16761,7639.54789
16762,3511.5379
16763,6554.97686
16764,6146.83152
16765,7236.09025
16766,6060.64149
16767,5767.17836
16768,5403.69852
16769,4350.42467
16770,5739.68029
16771,5684.14351
16772,6306.55062
16773,6772.93347
16774,6836.39728
16775,5675.72149
16776,6920.08427
16777,3983.09785
16778,8247.52116
16779,5566.52275
16780,6608.04163
16781,5128.16351
16782,7234.25525
16783,7479.93417
16784,6263.80788
16785,6327.00807
16786,5996.07855
16787,5605.221
16788,4865.39997
16789,5602.02293
16790,4673.38052
16791,7895.0208
16792,6306.55062
16793,4387.74185
16794,6821.8081
16795,6696.23571
16796,5482.0813
16797,6320.23893
16798,4546.78674
16799,6155.89609
16800,5628.71053
16801,5649.03716
16802,3968.33018
16803,7628.6476
16804,6320.96112
16805,7554.4683
16806,6514.63899
16807,6880.7759
16808,6638.65649
16809,8134.72655
16810,7483.73632
16811,6060.64149
16812,4546.78674
16813,6994.24801
16814,6226.28514
16815,4868.21145
16816,5767.17836
16817,6374.4443
16818,7340.46077
16819,7483.73632
16820,4245.28573
16821,4323.93099
16822,5852.8742
16823,7411.17457
16824,7706.88137
16825,7101.75783
16826,7483.73632
16827,5556.3746
16828,8104.93497
16829,5446.69747
16830,5367.61826
16831,7608.62182
16832,5767.17836
16833,8212.79289
16834,4546.78674
16835,5504.75083
16836,3895.62684
16837,5954.51315
16838,6702.78038
16839,6279.3385
16840,8711.20896
16841,5042.64034
16842,5777.3754
16843,5566.52275
